ordernumber,quantityordered,priceeach,sales,orderdate,status,month_id,year_id,productline,customername,addressline1,city,state,country,territory,dealsize
10228,45,63.71,2866.95,2004-03-10,Shipped,3,2004,Vintage Cars,Cambridge Collectables Co.,4658 Baden Av.,Cambridge,MA,USA,NAM,Small
10244,24,58.09,1394.16,2004-04-29,Shipped,4,2004,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10257,49,53.72,2632.28,2004-06-14,Shipped,6,2004,Vintage Cars,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,USA,NAM,Small
10269,32,63.08,2018.56,2004-07-16,Shipped,7,2004,Vintage Cars,Salzburg Collectables,Geislweg 14,Salzburg,,Austria,EMEA,Small
10280,43,68.71,2954.53,2004-08-17,Shipped,8,2004,Vintage Cars,Amica Models & Co.,Via Monte Bianco 34,Torino,,Italy,EMEA,Small
10291,37,50.59,1871.83,2004-09-08,Shipped,9,2004,Vintage Cars,Scandinavian Gift Ideas,?kergatan 24,Boras,,Sweden,EMEA,Small
10304,24,64.96,1559.04,2004-10-11,Shipped,10,2004,Vintage Cars,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,,France,EMEA,Small
10312,35,53.72,1880.2,2004-10-21,Shipped,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10322,41,29.87,1224.67,2004-11-04,Shipped,11,2004,Vintage Cars,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,USA,NAM,Small
10332,26,100.0,2979.08,2004-11-17,Shipped,11,2004,Vintage Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Small
10347,34,64.96,2208.64,2004-11-29,Shipped,11,2004,Vintage Cars,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Small
10357,49,70.58,3458.42,2004-12-10,Shipped,12,2004,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10369,28,44.21,1237.88,2005-01-20,Shipped,1,2005,Vintage Cars,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,MA,USA,NAM,Small
10381,40,68.08,2723.2,2005-02-17,Shipped,2,2005,Vintage Cars,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,USA,NAM,Small
10392,37,59.96,2218.52,2005-03-10,Shipped,3,2005,Vintage Cars,Mini Auto Werke,Kirchgasse 6,Graz,,Austria,EMEA,Small
10423,31,53.72,1665.32,2005-05-30,In Process,5,2005,Vintage Cars,Petit Auto,Rue Joseph-Bens 532,Bruxelles,,Belgium,EMEA,Small
10106,41,83.44,3421.04,2003-02-17,Shipped,2,2003,Ships,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Medium
10119,21,89.46,1878.66,2003-04-28,Shipped,4,2003,Ships,Salzburg Collectables,Geislweg 14,Salzburg,,Austria,EMEA,Small
10130,40,96.34,3853.6,2003-06-16,Shipped,6,2003,Ships,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,MA,USA,NAM,Medium
10143,46,74.84,3442.64,2003-08-10,Shipped,8,2003,Ships,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Medium
10155,44,79.14,3482.16,2003-10-06,Shipped,10,2003,Ships,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,,Finland,EMEA,Medium
10178,41,81.72,3350.52,2003-11-08,Shipped,11,2003,Ships,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,,France,EMEA,Medium
10186,32,89.46,2862.72,2003-11-14,Shipped,11,2003,Ships,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,,UK,EMEA,Small
10197,46,87.74,4036.04,2003-11-26,Shipped,11,2003,Ships,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,,Spain,EMEA,Medium
10209,28,100.0,2817.92,2004-01-09,Shipped,1,2004,Ships,"Men 'R' US Retailers, Ltd.",6047 Douglas Av.,Los Angeles,CA,USA,NAM,Small
10222,49,94.62,4636.38,2004-02-19,Shipped,2,2004,Ships,Collectable Mini Designs Co.,361 Furth Circle,San Diego,CA,USA,NAM,Medium
10273,34,98.06,3334.04,2004-07-21,Shipped,7,2004,Ships,Petit Auto,Rue Joseph-Bens 532,Bruxelles,,Belgium,EMEA,Medium
10283,21,98.06,2059.26,2004-08-20,Shipped,8,2004,Ships,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,BC,Canada,NAM,Small
10296,21,96.34,2023.14,2004-09-15,Shipped,9,2004,Ships,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,,Germany,EMEA,Small
10307,31,83.44,2586.64,2004-10-14,Shipped,10,2004,Ships,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,PA,USA,NAM,Small
10316,21,94.62,1987.02,2004-11-01,Shipped,11,2004,Ships,giftsbymail.co.uk,Garden House Crowther Way,Cowes,Isle of Wight,UK,EMEA,Small
10327,25,45.86,1146.5,2004-11-10,Resolved,11,2004,Ships,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,Denmark,EMEA,Small
10338,28,82.58,2312.24,2004-11-22,Shipped,11,2004,Ships,Royale Belge,"Boulevard Tirou, 255",Charleroi,,Belgium,EMEA,Small
10350,43,64.97,2793.71,2004-12-02,Shipped,12,2004,Ships,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10373,22,86.74,1908.28,2005-01-31,Shipped,1,2005,Ships,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,,Finland,EMEA,Small
10386,37,93.01,3441.37,2005-03-01,Resolved,3,2005,Ships,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10398,28,72.26,2023.28,2005-03-30,Shipped,3,2005,Ships,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Small
10400,30,74.84,2245.2,2005-04-01,Shipped,4,2005,Ships,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,USA,NAM,Small
10103,25,100.0,2539.5,2003-01-29,Shipped,1,2003,Vintage Cars,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Small
10111,43,100.0,4818.15,2003-03-25,Shipped,3,2003,Vintage Cars,Mini Wheels Co.,5557 North Pendale Street,San Francisco,CA,USA,NAM,Medium
10126,30,97.39,2921.7,2003-05-28,Shipped,5,2003,Vintage Cars,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,Spain,EMEA,Small
10139,20,90.06,1801.2,2003-07-16,Shipped,7,2003,Vintage Cars,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Australia,APAC,Small
10150,26,100.0,2804.36,2003-09-19,Shipped,9,2003,Vintage Cars,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Small
10163,40,100.0,4900.8,2003-10-20,Shipped,10,2003,Vintage Cars,Classic Legends Inc.,5905 Pompton St.,NYC,NY,USA,NAM,Medium
10173,31,89.01,2759.31,2003-11-05,Shipped,11,2003,Vintage Cars,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Small
10183,22,100.0,2488.2,2003-11-13,Shipped,11,2003,Vintage Cars,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,PA,USA,NAM,Small
10193,23,100.0,2769.89,2003-11-21,Shipped,11,2003,Vintage Cars,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Victoria,Australia,APAC,Small
10206,30,100.0,3581.4,2003-12-05,Shipped,12,2003,Vintage Cars,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,Canada,NAM,Medium
10215,49,100.0,5285.14,2004-01-29,Shipped,1,2004,Vintage Cars,West Coast Collectables Co.,3675 Furth Circle,Burbank,CA,USA,NAM,Medium
10228,31,100.0,3181.53,2004-03-10,Shipped,3,2004,Vintage Cars,Cambridge Collectables Co.,4658 Baden Av.,Cambridge,MA,USA,NAM,Medium
10244,29,100.0,3340.51,2004-04-29,Shipped,4,2004,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10257,37,84.82,3138.34,2004-06-14,Shipped,6,2004,Vintage Cars,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,USA,NAM,Medium
10270,38,100.0,4775.08,2004-07-19,Shipped,7,2004,Vintage Cars,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Australia,APAC,Medium
10280,29,100.0,3006.43,2004-08-17,Shipped,8,2004,Vintage Cars,Amica Models & Co.,Via Monte Bianco 34,Torino,,Italy,EMEA,Medium
10291,23,100.0,2866.26,2004-09-08,Shipped,9,2004,Vintage Cars,Scandinavian Gift Ideas,?kergatan 24,Boras,,Sweden,EMEA,Small
10304,26,85.87,2232.62,2004-10-11,Shipped,10,2004,Vintage Cars,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,,France,EMEA,Small
10312,38,100.0,4457.02,2004-10-21,Shipped,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10322,48,47.04,2257.92,2004-11-04,Shipped,11,2004,Vintage Cars,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,USA,NAM,Small
10332,40,39.8,1592.0,2004-11-17,Shipped,11,2004,Vintage Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Small
10347,45,100.0,4948.2,2004-11-29,Shipped,11,2004,Vintage Cars,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Medium
10357,44,100.0,5160.76,2004-12-10,Shipped,12,2004,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10369,21,94.22,1978.62,2005-01-20,Shipped,1,2005,Vintage Cars,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,MA,USA,NAM,Small
10381,35,100.0,4288.2,2005-02-17,Shipped,2,2005,Vintage Cars,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,USA,NAM,Medium
10392,29,86.92,2520.68,2005-03-10,Shipped,3,2005,Vintage Cars,Mini Auto Werke,Kirchgasse 6,Graz,,Austria,EMEA,Small
10423,21,84.82,1781.22,2005-05-30,In Process,5,2005,Vintage Cars,Petit Auto,Rue Joseph-Bens 532,Bruxelles,,Belgium,EMEA,Small
10105,22,100.0,3065.04,2003-02-11,Shipped,2,2003,Vintage Cars,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,Denmark,EMEA,Medium
10117,26,100.0,3551.34,2003-04-16,Shipped,4,2003,Vintage Cars,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Medium
10128,41,100.0,5544.02,2003-06-06,Shipped,6,2003,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10142,47,100.0,6034.33,2003-08-08,Shipped,8,2003,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10153,31,100.0,3641.57,2003-09-28,Shipped,9,2003,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10166,43,100.0,6930.74,2003-10-21,Shipped,10,2003,Vintage Cars,FunGiftIdeas.com,1785 First Street,New Bedford,MA,USA,NAM,Medium
10177,23,100.0,3675.63,2003-11-07,Shipped,11,2003,Vintage Cars,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,,Spain,EMEA,Medium
10185,28,100.0,3442.04,2003-11-14,Shipped,11,2003,Vintage Cars,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Medium
10196,49,100.0,6893.81,2003-11-26,Shipped,11,2003,Vintage Cars,Super Scale Inc.,567 North Pendale Street,New Haven,CT,USA,NAM,Medium
10208,24,100.0,2622.48,2004-01-02,Shipped,1,2004,Vintage Cars,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Small
10221,33,100.0,4417.38,2004-02-18,Shipped,2,2004,Vintage Cars,Petit Auto,Rue Joseph-Bens 532,Bruxelles,,Belgium,EMEA,Medium
10232,22,100.0,3606.02,2004-03-20,Shipped,3,2004,Vintage Cars,giftsbymail.co.uk,Garden House Crowther Way,Cowes,Isle of Wight,UK,EMEA,Medium
10273,40,100.0,5026.4,2004-07-21,Shipped,7,2004,Vintage Cars,Petit Auto,Rue Joseph-Bens 532,Bruxelles,,Belgium,EMEA,Medium
10282,43,100.0,6695.53,2004-08-20,Shipped,8,2004,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10293,24,100.0,2819.28,2004-09-09,Shipped,9,2004,Vintage Cars,Amica Models & Co.,Via Monte Bianco 34,Torino,,Italy,EMEA,Small
10306,32,100.0,3759.04,2004-10-14,Shipped,10,2004,Vintage Cars,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Medium
10314,20,100.0,2731.8,2004-10-22,Shipped,10,2004,Vintage Cars,Heintze Collectables,Smagsloget 45,Aaarhus,,Denmark,EMEA,Small
10325,24,69.12,1658.88,2004-11-05,Shipped,11,2004,Vintage Cars,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Small
10336,48,100.0,5778.24,2004-11-20,Shipped,11,2004,Vintage Cars,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,,France,EMEA,Medium
10350,44,100.0,5191.12,2004-12-02,Shipped,12,2004,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10372,28,100.0,3862.88,2005-01-26,Shipped,1,2005,Vintage Cars,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Medium
10383,24,61.52,1476.48,2005-02-22,Shipped,2,2005,Vintage Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10396,33,100.0,5273.73,2005-03-23,Shipped,3,2005,Vintage Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10104,23,100.0,4556.99,2003-01-31,Shipped,1,2003,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10109,46,100.0,8257.0,2003-03-10,Shipped,3,2003,Classic Cars,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,PA,USA,NAM,Large
10114,48,100.0,8209.44,2003-04-01,Shipped,4,2003,Classic Cars,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,,France,EMEA,Large
10122,25,100.0,3598.5,2003-05-08,Shipped,5,2003,Classic Cars,Marseille Mini Autos,"12, rue des Bouchers",Marseille,,France,EMEA,Medium
10127,22,100.0,3837.24,2003-06-03,Shipped,6,2003,Classic Cars,Muscle Machine Inc,4092 Furth Circle,NYC,NY,USA,NAM,Medium
10136,41,100.0,8331.61,2003-07-04,Shipped,7,2003,Classic Cars,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,,France,EMEA,Large
10141,34,100.0,4836.5,2003-08-01,Shipped,8,2003,Classic Cars,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,,Finland,EMEA,Medium
10148,32,100.0,5418.88,2003-09-11,Shipped,9,2003,Classic Cars,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Medium
10151,21,100.0,3734.01,2003-09-21,Shipped,9,2003,Classic Cars,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,,Finland,EMEA,Medium
10160,20,100.0,3996.4,2003-10-11,Shipped,10,2003,Classic Cars,"Men 'R' US Retailers, Ltd.",6047 Douglas Av.,Los Angeles,CA,USA,NAM,Medium
10165,47,100.0,8754.69,2003-10-22,Shipped,10,2003,Classic Cars,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Large
10171,39,100.0,5481.45,2003-11-05,Shipped,11,2003,Classic Cars,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Quebec,Canada,NAM,Medium
10175,29,100.0,4419.89,2003-11-06,Shipped,11,2003,Classic Cars,"Stylish Desk Decors, Co.",35 King George,London,,UK,EMEA,Medium
10181,45,100.0,6324.75,2003-11-12,Shipped,11,2003,Classic Cars,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,,Norway,EMEA,Medium
10184,28,100.0,4409.72,2003-11-14,Shipped,11,2003,Classic Cars,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,,Spain,EMEA,Medium
10192,26,100.0,3918.46,2003-11-20,Shipped,11,2003,Classic Cars,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,NH,USA,NAM,Medium
10195,50,100.0,7620.5,2003-11-25,Shipped,11,2003,Classic Cars,Mini Classics,3758 North Pendale Street,White Plains,NY,USA,NAM,Large
10203,48,100.0,8291.04,2003-12-02,Shipped,12,2003,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Large
10207,25,100.0,3937.25,2003-12-09,Shipped,12,2003,Classic Cars,Diecast Collectables,6251 Ingle Ln.,Boston,MA,USA,NAM,Medium
10212,40,100.0,5554.4,2004-01-16,Shipped,1,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10225,43,100.0,6407.86,2004-02-22,Shipped,2,2004,Classic Cars,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,,Switzerland,EMEA,Medium
10229,22,100.0,4172.52,2004-03-11,Shipped,3,2004,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10239,47,100.0,7083.37,2004-04-12,Shipped,4,2004,Classic Cars,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,,Finland,EMEA,Large
10246,36,100.0,7132.68,2004-05-05,Shipped,5,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Large
10259,27,100.0,3657.69,2004-06-15,Shipped,6,2004,Classic Cars,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,Singapore,APAC,Medium
10266,29,100.0,4812.55,2004-07-06,Shipped,7,2004,Classic Cars,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Medium
10271,20,100.0,3928.6,2004-07-20,Shipped,7,2004,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10278,42,100.0,6401.22,2004-08-06,Shipped,8,2004,Classic Cars,Signal Gift Stores,8489 Strong St.,Las Vegas,NV,USA,NAM,Medium
10281,25,100.0,4191.25,2004-08-19,Shipped,8,2004,Classic Cars,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,USA,NAM,Medium
10287,36,100.0,5852.52,2004-08-30,Shipped,8,2004,Classic Cars,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,,Switzerland,EMEA,Medium
10292,21,100.0,2844.87,2004-09-08,Shipped,9,2004,Classic Cars,Land of Toys Inc.,897 Long Airport Avenue,NYC,NY,USA,NAM,Small
10301,23,100.0,4011.66,2003-10-05,Shipped,10,2003,Classic Cars,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,,Norway,EMEA,Medium
10305,37,100.0,7455.87,2004-10-13,Shipped,10,2004,Classic Cars,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,MA,USA,NAM,Large
10310,48,100.0,8940.96,2004-10-16,Shipped,10,2004,Classic Cars,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,,Germany,EMEA,Large
10313,25,100.0,4572.25,2004-10-22,Shipped,10,2004,Classic Cars,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,Canada,NAM,Medium
10321,33,100.0,5700.09,2004-11-04,Shipped,11,2004,Classic Cars,FunGiftIdeas.com,1785 First Street,New Bedford,MA,USA,NAM,Medium
10324,27,100.0,3155.49,2004-11-05,Shipped,11,2004,Classic Cars,Vitachrome Inc.,2678 Kingston Rd.,NYC,NY,USA,NAM,Medium
10331,27,100.0,4170.69,2004-11-17,Shipped,11,2004,Classic Cars,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,PA,USA,NAM,Medium
10342,30,100.0,5029.5,2004-11-24,Shipped,11,2004,Classic Cars,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Medium
10349,48,100.0,7396.8,2004-12-01,Shipped,12,2004,Classic Cars,Muscle Machine Inc,4092 Furth Circle,NYC,NY,USA,NAM,Large
10358,32,93.49,2991.68,2004-12-10,Shipped,12,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10366,34,100.0,6275.72,2005-01-10,Shipped,1,2005,Classic Cars,Royale Belge,"Boulevard Tirou, 255",Charleroi,,Belgium,EMEA,Medium
10370,27,56.85,1534.95,2005-01-20,Shipped,1,2005,Classic Cars,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Small
10377,39,100.0,7264.53,2005-02-09,Shipped,2,2005,Classic Cars,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,,Finland,EMEA,Large
10383,47,100.0,6869.05,2005-02-22,Shipped,2,2005,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10394,22,100.0,3353.02,2005-03-15,Shipped,3,2005,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10405,55,100.0,8289.05,2005-04-14,Shipped,4,2005,Classic Cars,Mini Caravy,"24, place Kluber",Strasbourg,,France,EMEA,Large
10412,60,100.0,11887.8,2005-05-03,Shipped,5,2005,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Large
10419,35,100.0,5926.9,2005-05-17,Shipped,5,2005,Classic Cars,Salzburg Collectables,Geislweg 14,Salzburg,,Austria,EMEA,Medium
10425,28,100.0,3793.16,2005-05-31,In Process,5,2005,Classic Cars,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Medium
10105,38,100.0,4330.1,2003-02-11,Shipped,2,2003,Trains,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,Denmark,EMEA,Medium
10117,21,95.8,2011.8,2003-04-16,Shipped,4,2003,Trains,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Small
10128,41,100.0,4837.18,2003-06-06,Shipped,6,2003,Trains,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10142,22,97.81,2151.82,2003-08-08,Shipped,8,2003,Trains,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10153,29,88.74,2573.46,2003-09-28,Shipped,9,2003,Trains,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10165,50,100.0,5344.5,2003-10-22,Shipped,10,2003,Trains,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Medium
10177,29,100.0,3070.52,2003-11-07,Shipped,11,2003,Trains,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,,Spain,EMEA,Medium
10185,49,80.67,3952.83,2003-11-14,Shipped,11,2003,Trains,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Medium
10196,35,100.0,3564.75,2003-11-26,Shipped,11,2003,Trains,Super Scale Inc.,567 North Pendale Street,New Haven,CT,USA,NAM,Medium
10208,48,100.0,5614.56,2004-01-02,Shipped,1,2004,Trains,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Medium
10221,23,80.67,1855.41,2004-02-18,Shipped,2,2004,Trains,Petit Auto,Rue Joseph-Bens 532,Bruxelles,,Belgium,EMEA,Small
10232,48,95.8,4598.4,2004-03-20,Shipped,3,2004,Trains,giftsbymail.co.uk,Garden House Crowther Way,Cowes,Isle of Wight,UK,EMEA,Medium
10273,47,100.0,5450.59,2004-07-21,Shipped,7,2004,Trains,Petit Auto,Rue Joseph-Bens 532,Bruxelles,,Belgium,EMEA,Medium
10282,36,100.0,4174.92,2004-08-20,Shipped,8,2004,Trains,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10293,22,100.0,2418.24,2004-09-09,Shipped,9,2004,Trains,Amica Models & Co.,Via Monte Bianco 34,Torino,,Italy,EMEA,Small
10306,40,91.76,3670.4,2004-10-14,Shipped,10,2004,Trains,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Medium
10314,23,100.0,2481.7,2004-10-22,Shipped,10,2004,Trains,Heintze Collectables,Smagsloget 45,Aaarhus,,Denmark,EMEA,Small
10326,32,100.0,3807.68,2004-11-09,Shipped,11,2004,Trains,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,,Sweden,EMEA,Medium
10336,21,100.0,2230.41,2004-11-20,Shipped,11,2004,Trains,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,,France,EMEA,Small
10350,41,93.04,3814.64,2004-12-02,Shipped,12,2004,Trains,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10372,25,84.71,2117.75,2005-01-26,Shipped,1,2005,Trains,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Small
10383,26,100.0,3340.48,2005-02-22,Shipped,2,2005,Trains,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10396,24,89.75,2154.0,2005-03-23,Shipped,3,2005,Trains,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10108,26,68.35,1777.1,2003-03-03,Shipped,3,2003,Classic Cars,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,,Philippines,Japan,Small
10122,21,73.17,1536.57,2003-05-08,Shipped,5,2003,Classic Cars,Marseille Mini Autos,"12, rue des Bouchers",Marseille,,France,EMEA,Small
10135,45,78.0,3510.0,2003-07-02,Shipped,7,2003,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10147,36,86.04,3097.44,2003-09-05,Shipped,9,2003,Classic Cars,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,MA,USA,NAM,Medium
10159,21,81.21,1705.41,2003-10-10,Shipped,10,2003,Classic Cars,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,USA,NAM,Small
10169,32,70.76,2264.32,2003-11-04,Shipped,11,2003,Classic Cars,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,NSW,Australia,APAC,Small
10181,30,82.82,2484.6,2003-11-12,Shipped,11,2003,Classic Cars,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,,Norway,EMEA,Small
10191,36,94.88,3415.68,2003-11-20,Shipped,11,2003,Classic Cars,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,,Germany,EMEA,Medium
